kata,kategori,pengucapan,penjelasan,arti
research,noun,ri-ˈsərch,"Penyelidikan atau pemeriksaan rajin;khususnya: investigasi atau eksperimen yang ditujukan untuk penemuan dan interpretasi fakta, revisi teori atau undang -undang yang diterima dalam terang fakta baru, atau penerapan praktis teori atau undang -undang baru atau revisi tersebut",riset
university,noun,ˌyü-nə-ˈvər-sə-tē,Sebuah institusi pendidikan tinggi yang menyediakan fasilitas untuk pengajaran dan penelitian dan berwenang untuk memberikan gelar akademik;secara khusus: salah satu yang terdiri dari divisi sarjana yang memberikan gelar sarjana dan divisi pascasarjana yang terdiri dari sekolah pascasarjana dan sekolah profesional yang masing -masing dapat memberikan gelar dan doktor master,universitas
january,noun,ˈjan-yə-ˌwer-ē,Bulan pertama kalender gregorian,januari
mail,noun,ˈmāl,Materi (seperti surat dan paket) yang dikirim atau dibawa dalam sistem pos;juga: materi serupa yang didistribusikan dalam suatu organisasi,surat
full,adjective,ˈfu̇l,Mengandung sebanyak atau sebanyak mungkin atau normal - sering digunakan,penuh
map,noun,ˈmap,Representasi biasanya pada permukaan datar keseluruhan atau bagian dari suatu daerah,peta
reviews,verb,ri-ˈvyü,Untuk melihat atau melihat lagi,ulasan
program,noun,ˈprō-ˌgram,Pemberitahuan publik,program
life,noun,ˈlīf,Kualitas yang membedakan makhluk vital dan fungsional dari mayat,kehidupan
know,verb,ˈnō,Untuk memahami secara langsung: memiliki kognisi langsung,tahu
games,noun,ˈgām,Kompetisi fisik atau mental yang dilakukan sesuai dengan aturan dengan peserta yang saling bertentangan satu sama lain,permainan
way,noun,ˈwā,Jalan raya untuk perjalanan atau transportasi dari satu tempat ke tempat lain,jalan
days,adverb,ˈdāz,Di siang hari berulang kali: pada hari apa pun,hari -hari
management,noun,ˈma-nij-mənt,Undang -undang atau seni mengelola: melakukan atau mengawasi sesuatu (seperti bisnis),pengelolaan
p,noun,ˈpē,Huruf ke -16 dari alfabet bahasa inggris,p
part,noun,ˈpärt,Salah satu subdivisi yang sering tidak terbatas atau tidak setara di mana sesuatu dianggap atau dianggap terbagi dan yang bersama -sama merupakan keseluruhan,bagian
could,auxiliary verb,kəd,"—b digunakan dalam fungsi tambahan di masa lalu, di masa lalu bersyarat, dan sebagai alternatif untuk dapat menyarankan lebih sedikit kekuatan atau kepastian atau sebagai bentuk yang sopan di masa kini",bisa
great,adjective,ˈgrāt,Ukurannya sangat besar: besar,besar
united,adjective,yu̇-ˈnī-təd,Membuat satu: digabungkan,serikat
hotel,noun,hō-ˈtel,"Sebuah tempat yang menyediakan penginapan dan biasanya makanan, hiburan, dan berbagai layanan pribadi untuk publik: inn",hotel
real,adjective,ˈrē(-ə)l,Memiliki keberadaan independen yang objektif,nyata
f,noun,ˈef,Huruf ke -6 dari alfabet bahasa inggris,f
item,noun,ˈī-təm,"Bagian berbeda dalam enumerasi, akun, atau seri: artikel",barang
international,adjective,ˌin-tər-ˈna-sh(ə-)nəl,"Dari, berkaitan dengan, atau mempengaruhi dua atau lebih negara",internasional
center,noun,ˈsen-tər,Titik di sekitar mana lingkaran atau bola dijelaskan;secara luas: titik yang terkait dengan sosok geometris sedemikian rupa sehingga untuk setiap titik pada gambar ada titik lain pada gambar sehingga garis lurus yang bergabung dengan dua titik dibelah oleh titik asli - disebut juga pusat simetri,tengah
must,verb,məs(t),Diperintahkan atau diminta,harus
store,verb,ˈstȯr,"Menata, menumpuk",toko
travel,verb,ˈtra-vəl,Untuk melanjutkan atau seolah -olah dalam perjalanan atau tur: perjalanan,bepergian
comments,verb,comment,Untuk berkomentar,komentar
made,make:1,made,Buat: 1,dibuat
development,noun,di-ˈve-ləp-mənt,"Tindakan, proses, atau hasil pengembangan",perkembangan
report,noun,ri-ˈpȯrt,Pembicaraan umum atau akun yang disebarkan oleh pembicaraan umum: rumor,laporan
off,adverb,ˈȯf,Dari suatu tempat atau posisi;khususnya: jauh dari tanah,mati
member,noun,ˈmem-bər,Bagian atau organ tubuh: seperti,anggota
details,verb,detail,Untuk melaporkan dengan cermat dan jelas: melaporkan dengan sangat perhatian pada elemen -elemen kecil: tentukan,detail
line,noun,ˈlīn,Panjang bahan kabel atau seperti kabel: seperti,garis
terms,noun,ˈtərm,"Kata atau ekspresi yang memiliki makna yang tepat dalam beberapa penggunaan atau khas untuk sains, seni, profesi, atau subjek",ketentuan
before,adverb or adjective,bi-ˈfȯr,Sebelumnya: di depan,sebelum
hotels,noun,hō-ˈtel,"Sebuah tempat yang menyediakan penginapan dan biasanya makanan, hiburan, dan berbagai layanan pribadi untuk publik: inn",hotel
did,do,did,Mengerjakan,telah melakukan
send,verb,ˈsend,Menyebabkan pergi: seperti,mengirim
right,adjective,ˈrīt,"Benar, tegak",kanan
type,noun,ˈtīp,"Jenis, kelas, atau kelompok tertentu",jenis
because,conjunction,bi-ˈkȯz,Untuk alasan itu: sejak,karena
local,adjective,ˈlō-kəl,Ditandai dengan atau berkaitan dengan posisi di ruang: memiliki bentuk atau lokasi spasial yang pasti,lokal
those,that,those,Itu,itu
using,verb,ˈyüz,Untuk beraksi atau layanan: memanfaatkan diri sendiri: mempekerjakan,menggunakan
results,verb,ri-ˈzəlt,"Untuk melanjutkan atau muncul sebagai konsekuensi, efek, atau kesimpulan",hasil
office,noun,ˈä-fəs,"Tugas, tuduhan, atau posisi khusus yang diberikan oleh pelaksanaan otoritas pemerintah dan untuk tujuan publik: posisi otoritas untuk menjalankan fungsi publik dan untuk menerima hajakan apa pun yang mungkin menjadi miliknya",kantor
education,noun,ˌe-jə-ˈkā-shən,Tindakan atau proses mendidik atau dididik;juga: tahap proses seperti itu,pendidikan
national,adjective,ˈna-sh(ə-)nəl,Atau berkaitan dengan suatu bangsa,nasional
car,noun,ˈkär,Kendaraan yang bergerak di atas roda: seperti,mobil
design,verb,di-ˈzīn,"Untuk membuat, membuat, melaksanakan, atau membangun sesuai rencana: rancang, rancang",desain
take,verb,ˈtāk,"Untuk masuk ke tangan seseorang atau ke kepemilikan, kekuatan, atau kontrol seseorang",mengambil
posted,verb,post,Untuk membenturkan ke tempat yang biasa (seperti dinding) untuk pemberitahuan publik: plakat,diposting
internet,noun,ˈin-tər-ˌnet,Jaringan komunikasi elektronik yang menghubungkan jaringan komputer dan fasilitas komputer organisasi di seluruh dunia - digunakan dengan kecuali saat digunakan secara atributif,internet
address,verb,ə-ˈdres,Untuk menandai petunjuk arah untuk pengiriman,alamat
community,noun,kə-ˈmyü-nə-tē,Tubuh individu yang terpadu: seperti,masyarakat
within,adverb,wi-ˈt͟hin,Di dalam atau ke interior: di dalam,di dalam
states,noun,ˈstāt,Mode atau kondisi menjadi,negara bagian
area,noun,ˈer-ē-ə,Permukaan termasuk dalam satu set garis;secara khusus: jumlah unit kotak yang sama dalam ukuran dengan permukaan,daerah
want,verb,ˈwȯnt,Menjadi membutuhkan atau miskin,ingin
phone,noun,ˈfōn,Perangkat dengan mana suara (seperti ucapan) dikonversi menjadi impuls listrik dan ditransmisikan (seperti dengan kawat atau gelombang radio) ke satu atau lebih penerima spesifik: telepon: seperti,telepon
dvd,noun,ˌdē-(ˌ)vē-ˈdē,Disk optik menggunakan format berkapasitas tinggi dan berisi khususnya perekaman video (seperti film) atau data komputer-sering digunakan sebelum kata benda lain;juga: format berkapasitas tinggi yang digunakan pada disk seperti itu,dvd
shipping,noun,ˈshi-piŋ,Bagian di kapal,pengiriman
reserved,adjective,ri-ˈzərvd,Terkendali dalam kata -kata dan tindakan,disimpan
subject,noun,ˈsəb-jikt,Salah satu yang ditempatkan di bawah otoritas atau kontrol: seperti,subjek
between,preposition,bi-ˈtwēn,Oleh tindakan umum: secara bersama -sama melibatkan,di antara
forum,noun,ˈfȯr-əm,Pasar atau tempat umum kota romawi kuno yang membentuk pusat bisnis peradilan dan publik,forum
family,noun,ˈfam-lē,Unit dasar dalam masyarakat yang secara tradisional terdiri dari dua orang tua yang membesarkan anak -anak mereka;juga: salah satu unit sosial yang berbeda dari tetapi dianggap setara dengan keluarga tradisional,keluarga
l,noun,ˈel,Huruf ke -12 dari alfabet bahasa inggris,l
long,adjective,ˈlȯŋ,Memanjang untuk jarak yang cukup,panjang
based,adjective,ˈbāst,Memiliki jenis basis atau basis tertentu - sering digunakan dalam kombinasi,berdasarkan
w,noun,ˈdə-bəl-(ˌ)yü,Huruf ke -23 dari alfabet bahasa inggris,w
code,noun,ˈkōd,Pernyataan sistematis dari badan hukum;terutama: satu kekuatan hukum yang diberikan,kode
show,verb,ˈshō,Menyebabkan atau mengizinkan dilihat: pameran,menunjukkan
o,noun,ˈō,Huruf ke -15 dari alfabet bahasa inggris,hai
even,adjective,ˈē-vən,Memiliki permukaan horizontal: datar,bahkan
black,adjective,ˈblak,Memiliki warna yang sangat gelap dari langit malam atau pupil mata: warna hitam,hitam
check,verb,ˈchek,"Untuk memeriksa, memeriksa, atau melihat penilaian atau apresiatif - biasanya digunakan dengan keluar atau lebih",memeriksa
special,adjective,ˈspe-shəl,Dibedakan dengan kualitas yang tidak biasa;terutama: berada dalam beberapa cara yang lebih unggul,spesial
prices,noun,ˈprīs,Jumlah uang yang diberikan atau ditetapkan sebagai pertimbangan untuk penjualan sesuatu yang ditentukan,harga
website,noun,ˈweb-ˌsīt,"Sekelompok halaman web di seluruh dunia biasanya mengandung hyperlink satu sama lain dan disediakan secara online oleh individu, perusahaan, lembaga pendidikan, pemerintah, atau organisasi;juga: layanan atau bisnis yang beroperasi melalui situs web tertentu",situs web
index,noun,ˈin-ˌdeks,"Daftar (seperti informasi atau kutipan bibliografi ke badan literatur) yang biasanya diatur dalam urutan abjad dari beberapa datum yang ditentukan (seperti penulis, subjek, atau kata kunci): seperti",indeks
being,noun,ˈbē(-i)ŋ,Kualitas atau keadaan memiliki keberadaan,makhluk
women,noun,ˈwu̇-mən,Seorang wanita dewasa,wanita
much,adjective,ˈməch,"Hebat dalam jumlah, jumlah, tingkat, atau gelar",banyak
sign,noun,ˈsīn,Gerakan atau gerakan yang dengannya suatu pemikiran diungkapkan atau perintah atau keinginan yang diketahui,tanda
file,noun,ˈfī(-ə)l,Alat yang biasanya dari baja yang dikeraskan dengan cutting ridges untuk membentuk atau menghaluskan permukaan terutama logam,mengajukan
link,noun,ˈliŋk,Struktur penghubung: seperti,tautan
open,adjective,ˈō-pən,Tidak memiliki penghalang tertutup atau membatasi: dapat diakses di semua atau hampir semua sisi,membuka
today,adverb,tə-ˈdā,Pada atau untuk hari ini,hari ini
technology,noun,tek-ˈnä-lə-jē,Aplikasi praktis pengetahuan terutama di bidang tertentu: teknik,teknologi
south,adverb,ˈsau̇th,"Untuk, menuju, atau di selatan",selatan
case,noun,ˈkās,Satu set keadaan atau kondisi,kasus
project,noun,ˈprä-ˌjekt,Rencana atau desain tertentu: skema,proyek
same,adjective,ˈsām,Menyerupai dalam segala hal yang relevan,sama
pages,noun,ˈpāj,Salah satu daun publikasi atau naskah;juga: satu sisi dari salah satu daun ini,halaman
uk,abbreviation,uk,Britania raya,inggris
version,noun,ˈvər-zhən,Akun atau deskripsi dari sudut pandang tertentu terutama yang dikontraskan dengan akun lain,versi: kapan
section,noun,ˈsek-shən,Tindakan atau instance pemotongan atau pemisahan dengan memotong,bagian
own,adjective,ˈōn,Milik diri sendiri atau dirinya sendiri - biasanya digunakan mengikuti kasus posesif atau kata sifat posesif,memiliki
found,find,ˈfau̇nd,Menemukan,ditemukan
sports,verb,ˈspȯrt,Untuk menghibur diri sendiri: bermain -main,olahraga
house,noun,ˈhau̇s,Sebuah bangunan yang berfungsi sebagai tempat tinggal untuk satu atau beberapa keluarga: rumah,rumah
related,adjective,ri-ˈlā-təd,Dihubungkan dengan alasan hubungan yang mapan atau dapat ditemukan,terkait
security,noun,si-ˈkyu̇r-ə-tē,Kualitas atau keadaan aman: seperti,keamanan
both,pronoun,ˈbōth,Yang satu dan yang lainnya,keduanya
g,noun,ˈjē,Huruf ke -7 dari alfabet bahasa inggris,g
county,noun,ˈkau̇n-tē,Domain penghitungan,daerah
american,noun,ə-ˈmer-ə-kən,Indian amerika di amerika utara atau amerika selatan,amerika
photo,noun,ˈfō-(ˌ)tō,Foto,foto
game,noun,ˈgām,Kompetisi fisik atau mental yang dilakukan sesuai dengan aturan dengan peserta yang saling bertentangan satu sama lain,permainan
members,noun,ˈmem-bər,Bagian atau organ tubuh: seperti,anggota
power,noun,ˈpau̇(-ə)r,Kemampuan untuk bertindak atau menghasilkan efek,kekuatan
while,noun,ˈ(h)wī(-ə)l,Periode waktu tertentu terutama ketika pendek dan ditandai oleh terjadinya suatu tindakan atau kondisi: waktu,ketika
care,noun,ˈker,Penderitaan pikiran: kesedihan,peduli
network,noun,ˈnet-ˌwərk,Kain atau struktur kabel atau kabel yang melintasi secara berkala dan diikat atau diamankan di penyeberangan,jaringan
down,adverb,ˈdau̇n,Menuju atau dalam posisi fisik yang lebih rendah,turun
computer,noun,kəm-ˈpyü-tər,"Salah satu yang menghitung;khususnya: perangkat elektronik yang dapat diprogram yang dapat menyimpan, mengambil, dan memproses data yang dapat diprogram",komputer
systems,noun,ˈsi-stəm,Kelompok item yang berinteraksi secara teratur atau saling bergantung membentuk keseluruhan yang terpadu: seperti,sistem
three,noun,ˈthrē,Angka yang lebih dari 2,tiga
total,adjective,ˈtō-tᵊl,Terdiri dari atau membentuk keseluruhan: keseluruhan,total
place,noun,ˈplās,Lingkungan fisik: ruang,tempat
end,noun,ˈend,Bagian dari area yang terletak di batas,akhir
following,adjective,ˈfä-lə-wiŋ,Berikutnya dalam urutan atau waktu,mengikuti
download,noun,ˈdau̇n-ˌlōd,Tindakan atau contoh mentransfer sesuatu (seperti data atau file) dari komputer yang biasanya besar ke memori perangkat lain (seperti komputer yang lebih kecil): suatu tindakan atau contoh mengunduh sesuatu;juga: item yang diunduh,unduh
h,noun,ˈāch,Huruf ke -8 dari alfabet bahasa inggris,h
him,pronoun,im,Kata ganti,dia
without,preposition,wi-ˈt͟hau̇t,Di luar,tanpa
per,preposition,ˈpər,Dengan cara atau agensi: melalui,per
access,noun,ˈak-ˌses,"Izin, kebebasan, atau kemampuan untuk masuk, mendekati, atau melewati dan dari suatu tempat atau untuk mendekati atau berkomunikasi dengan seseorang atau sesuatu",mengakses
think,verb,ˈthiŋk,Untuk membentuk atau memiliki pikiran,memikirkan
north,adverb,ˈnȯrth,"Untuk, menuju, atau di utara",utara
resources,noun,ˈrē-ˌsȯrs,Sumber pasokan atau dukungan: suatu cara yang tersedia - biasanya digunakan dalam jamak,sumber daya
current,adjective,ˈkər-ənt,Terjadi atau ada pada saat ini,saat ini
posts,verb,post,Untuk membenturkan ke tempat yang biasa (seperti dinding) untuk pemberitahuan publik: plakat,posting
big,adjective,ˈbig,"Dimensi, curah, atau tingkat besar atau besar;juga: besar atau besar dalam jumlah, jumlah, atau jumlah",besar
media,noun,ˈmē-dē-ə,Media massa,media
law,noun,ˈlȯ,Kebiasaan atau praktik komunitas yang mengikat: aturan perilaku atau tindakan yang ditentukan atau diakui secara formal sebagai pengikatan atau ditegakkan oleh otoritas pengendali,hukum
control,verb,kən-ˈtrōl,Untuk melakukan penahan atau mengarahkan pengaruh atas: mengatur,kontrol
water,noun,ˈwȯ-tər,"Cairan yang turun dari awan sebagai hujan, membentuk aliran, danau, dan laut, dan merupakan konstituen utama dari semua materi hidup dan bahwa ketika murni adalah oksida cair h2o yang tidak berambut, hambar, sangat sedikit terkompresilapisan, membeku pada 0 ° c dan mendidih pada 100 ° c, memiliki kepadatan maksimum pada suhu 4 ° c dan panas spesifik yang tinggi, terionisasi dengan ion hidrogen dan hidroksil, dan merupakan konduktor listrik yang buruk dan pelarut yang baik",air
history,noun,ˈhi-st(ə-)rē,"Kisah, cerita",sejarah
pictures,noun,ˈpik-chər,"Desain atau representasi yang dibuat dengan berbagai cara (seperti lukisan, gambar, atau fotografi)",foto-foto
size,noun,ˈsīz,"Magnitudo fisik, luas, atau curah: dimensi relatif atau proporsional",ukuran
art,noun,ˈärt,"Keterampilan yang diperoleh dengan pengalaman, studi, atau observasi",seni
personal,adjective,ˈpərs-nəl,"Dari, berkaitan dengan, atau mempengaruhi orang tertentu: pribadi, individu",pribadi
since,adverb,ˈsin(t)s,Dari masa lalu yang pasti sampai sekarang,sejak
including,verb,in-ˈklüd,Untuk menerima atau menjadi bagian dari keseluruhan atau kelompok,termasuk
guide,noun,ˈgīd,Yang mengarah atau mengarahkan jalan orang lain,memandu
shop,noun,ˈshäp,Sebuah tempat kerajinan tangan: atelier,toko
directory,adjective,də-ˈrek-t(ə-)rē,Melayani untuk mengarahkan;secara khusus: memberikan panduan penasihat tetapi bukan wajib,direktori
board,noun,ˈbȯrd,Sepotong kayu digergaji dengan ketebalan kecil dan panjangnya sangat melebihi lebarnya,papan
location,noun,lō-ˈkā-shən,Posisi atau situs yang ditempati atau tersedia untuk hunian atau ditandai dengan beberapa fitur yang membedakan: situasi,lokasi
change,verb,ˈchānj,Untuk membuat berbeda dalam beberapa hal tertentu: ubah,mengubah
white,adjective,ˈ(h)wīt,Memiliki warna salju atau susu baru;khususnya: warna putih,putih
text,noun,ˈtekst,Kata -kata asli dan bentuk karya tertulis atau dicetak,teks
small,adjective,ˈsmȯl,Memiliki ukuran yang relatif sedikit atau sedikit dimensi,kecil
rating,noun,ˈrā-tiŋ,Klasifikasi menurut nilai;khususnya: klasifikasi spesialis militer atau angkatan laut,peringkat
rate,noun,ˈrāt,"Jumlah, jumlah, atau tingkat sesuatu yang diukur per unit sesuatu yang lain",kecepatan
government,noun,ˈgə-vər(n)-mənt,Tubuh orang yang merupakan otoritas yang mengatur unit politik atau organisasi: seperti,pemerintah
children,noun,ˈchī(-ə)ld,Orang muda terutama antara masa bayi dan pubertas,anak-anak
during,preposition,ˈdu̇r-iŋ,Sepanjang durasi,selama
usa,abbreviation,usa,Tentara amerika serikat,amerika serikat
return,verb,ri-ˈtərn,Untuk kembali atau kembali lagi,kembali
students,noun,ˈstü-dᵊnt,"Sarjana, pelajar;terutama: orang yang bersekolah",siswa
v,noun,ˈvē,Huruf ke -22 dari alfabet bahasa inggris,v
shopping,verb,shop,Untuk memeriksa barang atau jasa dengan maksud untuk membeli,belanja
account,noun,ə-ˈkau̇nt,Catatan entri debit dan kredit untuk mencakup transaksi yang melibatkan item tertentu atau orang tertentu atau perhatian,akun
times,preposition,ˈtīmz,Dikalikan dengan,waktu
sites,noun,ˈsīt,"Lokasi spasial dari struktur aktual atau yang direncanakan atau serangkaian struktur (seperti bangunan, kota, atau monumen)",situs
level,noun,ˈle-vəl,Perangkat untuk membangun garis atau bidang horizontal dengan menggunakan gelembung dalam cairan yang menunjukkan penyesuaian pada horizontal dengan gerakan ke tengah tabung kaca yang sedikit tertunduk,tingkat
digital,adjective,ˈdi-jə-tᵊl,"Dari, yang berkaitan dengan, atau menggunakan perangkat yang dibangun atau bekerja dengan metode atau prinsip elektronik: elektronik;juga: ditandai dengan teknologi elektronik dan terutama terkomputerisasi",digital
profile,noun,ˈprō-ˌfī(-ə)l,Representasi sesuatu secara garis besar;khususnya: kepala atau wajah manusia diwakili atau dilihat dalam tampilan samping,profil
previous,adjective,ˈprē-vē-əs,Pergi sebelum waktu atau pesanan: sebelumnya,sebelumnya
form,noun,ˈfȯrm,Bentuk dan struktur sesuatu yang dibedakan dari bahannya,membentuk
events,noun,i-ˈvent,Sesuatu yang terjadi: kejadian,acara
love,noun,ˈləv,Kasih sayang yang kuat untuk orang lain yang timbul dari hubungan kekerabatan atau pribadi,cinta
old,adjective,ˈōld,Berasal dari masa lalu yang terpencil: kuno,tua
john,noun,ˈjän,Toilet,john
main,noun,ˈmān,Kekuatan fisik: kekuatan —sebuah dalam frasa dengan kekuatan dan utama,utama
call,verb,ˈkȯl,Berbicara dengan suara yang keras sehingga terdengar di kejauhan: berteriak,panggilan
hours,noun,ˈau̇(-ə)r,Waktu atau kantor untuk pengabdian liturgi harian;terutama: jam kanonik,jam
image,noun,ˈi-mij,Representasi visual dari sesuatu: seperti,gambar
department,noun,di-ˈpärt-mənt,Sphere yang berbeda: provinsi,departemen
title,noun,ˈtī-tᵊl,"Nama pembeda produksi tertulis, dicetak, atau difilmkan",judul
description,noun,di-ˈskrip-shən,Tindakan menggambarkan;khususnya: wacana yang dimaksudkan untuk memberikan citra mental tentang sesuatu yang dialami,keterangan
non,prefix,(ˈ)nän,Tidak: selain: terbalik dari: tidak adanya,non
k,noun,ˈkā,Huruf ke -11 dari alfabet bahasa inggris,k
y,noun,ˈwī,Huruf ke -25 dari alfabet bahasa inggris,y
insurance,noun,in-ˈshu̇r-ən(t)s,Cakupan dengan kontrak dimana satu pihak berjanji untuk mengganti rugi atau menjamin orang lain terhadap kerugian dengan kontingensi atau bahaya tertentu,pertanggungan
another,adjective,ə-ˈnə-t͟hər,Berbeda atau berbeda dari yang pertama dipertimbangkan,lain
why,adverb,ˈ(h)wī,"Untuk apa penyebab, alasan, atau tujuan",mengapa
shall,verb,shəl,—) untuk mengungkapkan apa yang tak terhindarkan atau tampaknya terjadi di masa depan,sebaiknya
property,noun,ˈprä-pər-tē,Kualitas atau sifat milik dan terutama khas individu atau benda,properti
class,noun,ˈklas,Sejumlah siswa yang bertemu secara teratur untuk mempelajari subjek yang sama,kelas
cd,abbreviation,cd,Candela,cd
still,adjective,ˈstil,Tanpa atau menjauhkan diri dari gerakan,tetap
money,noun,ˈmə-nē,"Sesuatu yang secara umum diterima sebagai media pertukaran, ukuran nilai, atau alat pembayaran: seperti",uang
quality,noun,ˈkwä-lə-tē,Karakter aneh dan esensial: alam,kualitas
every,adjective,ˈev-rē,Menjadi setiap individu atau bagian dari suatu kelompok tanpa kecuali,setiap
listing,noun,ˈli-stiŋ,Tindakan atau contoh pembuatan atau termasuk dalam daftar,daftar
content,noun,ˈkän-ˌtent,Sesuatu yang terkandung - biasanya digunakan dalam jamak,isi
country,noun,ˈkən-trē,Sebuah hamparan tanah yang tidak terbatas yang biasanya diperpanjang: wilayah,negara
private,adjective,ˈprī-vət,"Dimaksudkan untuk atau dibatasi untuk penggunaan orang, kelompok, atau kelas tertentu",pribadi
little,adjective,ˈli-tᵊl,Tidak besar: seperti,kecil
visit,verb,ˈvi-zət,Untuk menelepon sebagai tindakan persahabatan atau kesopanan,mengunjungi
save,verb,ˈsāv,Untuk membebaskan dari dosa,menyimpan
tools,noun,ˈtül,Perangkat genggam yang membantu dalam menyelesaikan tugas,peralatan
low,adjective,ˈlō,Memiliki ekstensi atau ketinggian ke atas yang kecil,rendah
reply,verb,ri-ˈplī,Untuk merespons dengan kata -kata atau tulisan,membalas
customer,noun,ˈkə-stə-mər,Salah satu yang membeli komoditas atau layanan,pelanggan
december,noun,di-ˈsem-bər,Bulan ke -12 kalender gregorian,desember
compare,verb,kəm-ˈper,Untuk mewakili sebagai serupa: menyamakan,membandingkan
movies,noun,ˈmü-vē,Rekaman gambar bergerak yang menceritakan sebuah kisah dan bahwa orang -orang menonton di layar atau televisi: gambar bergerak,film
include,verb,in-ˈklüd,Untuk menerima atau menjadi bagian dari keseluruhan atau kelompok,termasuk
college,noun,ˈkä-lij,A body of clergy hidup bersama dan didukung oleh yayasan,kampus
value,noun,ˈval-(ˌ)yü,Nilai moneter dari sesuatu: harga pasar,nilai
article,noun,ˈär-ti-kəl,Bagian yang sering bernomor yang berbeda dari tulisan,artikel
york,biographical name,ˈyȯrk,Alvin cullum 1887—1964 american soldier,york
man,noun,ˈman,Manusia individu;terutama: manusia pria dewasa,pria
card,noun,ˈkärd,Bermain kartu,kartu
jobs,biographical name,ˈjäbz,Steven paul 1955—2011 pengusaha komputer amerika,pekerjaan
provide,verb,prə-ˈvīd,Untuk memasok atau menyediakan (sesuatu yang diinginkan atau dibutuhkan);juga: mampu,menyediakan
j,noun,ˈjā,Huruf ke -10 dari alfabet bahasa inggris,j
food,noun,ˈfüd,"Bahan yang pada dasarnya terdiri dari protein, karbohidrat, dan lemak yang digunakan dalam tubuh suatu organisme untuk mempertahankan pertumbuhan, perbaikan, dan proses vital dan untuk memberikan energi;juga: makanan semacam itu bersama dengan zat tambahan (seperti mineral, vitamin, dan bumbu)",makanan
source,noun,ˈsȯrs,Kekuatan generatif: penyebab,sumber
author,noun,ˈȯ-thər,Penulis karya sastra (seperti buku),pengarang
different,adjective,ˈdi-f(ə-)rənt,"Sebagian atau sama sekali tidak seperti di alam, bentuk, atau kualitas: berbeda - seringkali diikuti oleh dari, dari, atau terutama orang inggris ke",berbeda
press,noun,ˈpres,Kerumunan atau kondisi ramai: kerumunan,tekan
u,noun,ˈyü,Surat ke -21 dari alfabet inggris,u
learn,verb,ˈlərn,"Untuk mendapatkan pengetahuan atau pemahaman atau keterampilan dalam studi, instruksi, atau pengalaman",mempelajari
sale,noun,ˈsāl,Tindakan penjualan;khususnya: transfer kepemilikan dan hak milik ke properti dari satu orang ke orang lain dengan harga tertentu,penjualan
around,adverb,ə-ˈrau̇nd,Dalam lingkaran atau keliling,sekitar
print,noun,ˈprint,Tanda yang dibuat oleh tekanan: kesan,mencetak
course,noun,ˈkȯrs,Tindakan atau tindakan bergerak di jalur dari titik ke titik,kursus
job,noun,ˈjäb,Posisi remuneratif biasa,pekerjaan
canada,geographical name,ˈka-nə-də,"Negara amerika utara utara antara lautan pasifik, atlantik, dan arktik termasuk newfoundland dan kepulauan arktik di utara daratan dan berbagi perbatasan hampir 4000 mil (lebih dari 6400 kilometer) dengan as;negara independen di dalam persemakmuran bangsa -bangsa;area capital ottawa 3.855.103 mil persegi (9.984.670 kilometer persegi), populasi 35.882.000",kanada
process,noun,ˈprä-ˌses,"Kemajuan, maju",proses
teen,noun,ˈtēn,Seorang remaja: remaja,remaja
room,noun,ˈrüm,Tingkat ruang yang ditempati oleh atau cukup atau tersedia untuk sesuatu,ruang
stock,noun,ˈstäk,Toko atau pasokan akumulasi atau tersedia;khususnya: inventarisasi barang -barang pedagang atau produsen,saham
training,noun,ˈtrā-niŋ,"Tindakan, proses, atau metode yang berlatih",pelatihan
too,adverb,ˈtü,"Selain itu, juga",juga
credit,noun,ˈkre-dit,Ketergantungan pada kebenaran atau realitas sesuatu,kredit
point,noun,ˈpȯint,Detail individual: item,titik
join,verb,ˈjȯin,Untuk menyatukan atau menyatukan untuk membentuk unit,bergabung
science,noun,ˈsī-ən(t)s,Pengetahuan atau sistem pengetahuan yang mencakup kebenaran umum atau operasi hukum umum terutama sebagaimana diperoleh dan diuji melalui metode ilmiah,sains
men,man,men,Pria,pria
categories,noun,ˈka-tə-ˌgȯr-ē,Salah satu dari beberapa kelas mendasar dan berbeda yang menjadi entitas atau konsepnya,kategori
advanced,adjective,əd-ˈvan(t)st,Jauh dalam waktu atau kursus,canggih
west,adverb,ˈwest,"Untuk, menuju, atau di barat",barat
sales,adjective,ˈsālz,"Dari, berkaitan dengan, atau digunakan dalam penjualan",penjualan
look,verb,ˈlu̇k,Untuk memastikan atau berhati -hati (bahwa sesuatu sudah selesai),lihat
english,adjective,ˈiŋ-glish,"Dari, berkaitan dengan, atau karakteristik inggris, orang inggris, atau bahasa inggris",bahasa inggris
left,adjective,ˈleft,"Dari, berkaitan dengan, terletak di, atau menjadi sisi tubuh di mana jantung sebagian besar berada",kiri
team,noun,ˈtēm,Sejumlah orang yang terkait bersama dalam pekerjaan atau aktivitas: seperti,tim
estate,noun,i-ˈstāt,"Keadaan, kondisi",perkebunan
box,noun,ˈbäks,Wadah persegi panjang yang kaku dengan atau tanpa penutup: seperti,kotak
conditions,noun,kən-ˈdi-shən,Premis di mana pemenuhan suatu perjanjian tergantung: ketentuan,kondisi
select,adjective,sə-ˈlekt,Dipilih dari angka atau grup berdasarkan kebugaran atau preferensi,pilih
